"Scenario";"TotalCost";"TotalCostPerVeh";"CostPerVehKM";"CostPerSeatKM";"CostPerPassKM";"PricePerPassKM";"overhead";"salaries";"deprecation";"maintenance";"cleaning";"tires";"fuel";"other_var";"interest";"insurance";"tax";"parking";"other_fix";"acquisition"
"AE-S02";30.6676440530162;30.6676440530162;0.699623573518596;0.174905893379649;0.491246811679482;0.549372451791844;0;0;0.0589813347391156;0.0832058115069666;0.00526272106605017;0.0126388574440962;0.0252777148881924;0;0.039893678155109;0.0142532028872192;0;0.0657840133256271;0.00175424035535006;0.184195237311756
"AE-S03";52.6782211952821;52.6782211952821;1.20175274290825;0.150219092863532;0.843821200037167;0.943664387262864;0;0;0.111221945508046;0.166411623013933;0.00526272106605017;0.0126388574440962;0.0410762866933126;0;0.0752280788067771;0.0171038434646631;0;0.0657840133256271;0.00175424035535006;0.347339590359311
"AE-S04";163800.493826023;81.9002469130117;0.337572650952457;0.337572650952457;0.388014541324664;0.433925462375314;0.113703552098968;0;0;0.031529374201788;0.117135810866849;0.014367816091954;0.0272988505747126;0;0.00116796429835561;0.00156132086226094;0;0.0420295565960167;0.000480406419157213;0.038739889314602
"AE-S05-RS";219842.369484497;146.561579656331;0.604090742545823;0.151022685636456;0.288122051983159;0.322213425817734;0.0471810502029965;0;0;0.0392491428708091;0.117107588613991;0.00596189511961657;0.015103467636362;0;0.00130481166646274;0.00129573362705857;0;0.0174400762611211;0.000199343634932088;0.0432789423498092
"AE-S05-Taxi";183409.124837438;122.272749891625;0.503978167050008;0.125994541762502;0.40653542750601;0.454637789476264;0.0797957866228747;0;0;0.0663808078916162;0.117304188063085;0.0100831606923974;0.0255440070874067;0;0.00220678583609582;0.00219143244120248;0;0.0294958377999542;0.00033714345249269;0.0731962776188848
"AE-S06-RS";191547.314055086;191.547314055086;0.789510862611643;0.0986888578264554;0.37655847669509;0.421113885457557;0.0471810502029965;0;0;0.0784982857416182;0.117107588613991;0.00596189511961657;0.0245431349090882;0;0.00246050199961546;0.00155488035247029;0;0.0174400762611211;0.000199343634932088;0.0816117198596402
"AE-S07";244721.39052402;489.442781048041;1.03958793826122;0.051979396913061;0.251187003268279;0.280908123091852;0.0123170436093264;0;0;0.0430808132372181;0.120579917202113;0.00302027122987313;0.0191283844558631;0;0.00132202430856371;0.00047356831886189;0;0.00455289102158567;0.00286222610301142;0.0438498637818617
"AE-S08";177943.276890928;88.9716384454639;0.229529742142941;0.229529742142941;0.286912177678676;0.320860395941079;0.0773942391598081;0;0;0.0342881944444444;0.0565195910969392;0.015625;0.0296875;0;0.00127016117446173;0.00106273936027825;0;0.0286081260868749;0.000326996726239461;0.0421296296296296
"AE-S09-RS";241600.394440863;161.066929627242;0.415521749076892;0.103880437269223;0.215327644130351;0.240805788418297;0.0320851926034006;0;0;0.0426443880597317;0.0563932345064022;0.0064776285660352;0.0164099923672892;0;0.00141768433600332;0.00088115594731371;0;0.011860020144709;0.000135562453432878;0.0470227851460333
"AE-S09-Taxi";215905.300847993;143.936867231996;0.371329477548887;0.0928323693872219;0.325889545066487;0.364449669962066;0.0543387474800972;0;0;0.0722215591118329;0.0567218683376658;0.0109703634093923;0.0277915873037939;0;0.00240095772815803;0.00149230553493984;0;0.020085858536623;0.000229585466913822;0.0796367121570703
"AE-S10-RS";232861.752734914;232.861752734914;0.600738606077935;0.0750923257597419;0.311308924436048;0.34814383119844;0.0320851926034006;0;0;0.0852887761194635;0.0563932345064022;0.0064776285660352;0.0266662375968449;0;0.00267334760503484;0.00105738713677645;0;0.011860020144709;0.000135562453432878;0.0886715377039485
"AE-S11";129333.575411603;258.667150823206;0.667311577786579;0.033365578889329;0.345807723097309;0.386724620231176;0.0320851926034005;0;0;0.0923961741294188;0.0563932345064022;0.0064776285660352;0.0410249809182229;0;0.00283536867200664;0.00123361832623919;0;0.011860020144709;0.00745593493880832;0.0940455702920666
"AE-S12";270367.147740996;135.183573870498;0.135467921036754;0.135467921036754;0.169334901295942;0.189371060915055;0.0300631024520468;0;0;0.0342881944444444;0.00461891137975131;0.015625;0.0296875;0;0.00127016117446173;0.000412811633200464;0;0.0111125716183463;0.000127018964061681;0.0421296296296296
"AE-S13-RS";393000.623917135;262.000415944757;0.262551511567537;0.0656378778918843;0.13604534624335;0.152142596437539;0.0124621493369264;0;0;0.0426407687305551;0.00461896173337007;0.00647707879451469;0.0164085996127706;0;0.00141756401381055;0.000342248124868058;0;0.00460652812682988;5.26535576720089e-05;0.0470187942120326
"AE-S13-Taxi";387522.944738957;258.348629825971;0.258892044226804;0.0647230110567009;0.227312177911824;0.254208364375179;0.0211167842212235;0;0;0.0722536609027911;0.00461362667160348;0.0109752396308037;0.0278039403980361;0;0.00240202493086089;0.000579930444385093;0;0.00780564073125244;8.92200683669374e-05;0.079672109912501
"AE-S14-RS";446620.962433745;446.620962433745;0.447560391695915;0.0559450489619894;0.231910713785464;0.259351011345074;0.0124621493369264;0;0;0.0852815374611101;0.00461896173337007;0.00647707879451469;0.0266639743707522;0;0.00267312071175705;0.00041069774984167;0;0.00460652812682988;5.26535576720089e-05;0.08866401194269
"AE-S15";252112.875581515;504.225751163029;0.505286347205814;0.0252643173602907;0.261822358771565;0.292801882378642;0.0124621493369264;0;0;0.092388332249536;0.00461896173337007;0.00647707879451469;0.0410214990319264;0;0.0028351280276211;0.000479147374815281;0;0.00460652812682988;0.00289594567196049;0.0940375884240651
"AE-S16";NA;1044.9572186025;3.036285;0.05060475;0.225746096654275;0.250240246325068;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AE-S17";NA;961.2361418625;2.849175;0.04748625;0.376875;0.417767103092784;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AE-S18";NA;18277.4918906;29.9242;0.100754882154882;0.443854106409172;0.492013649699227;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AE-S19";NA;16605.3575188;29.9242;0.100754882154882;0.318844563781273;0.353440185068748;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
